option_id,rpo,price,option_name,description,detail_raw,section_id,selectable,display_order,active,display_behavior,
opt_tq5_001,TQ5,,"IntelliBeam, auto high beam",,,sec_safe_001,FALSE,50,TRUE,,
opt_ud7_001,UD7,,Rear Park Assist,,,sec_safe_001,FALSE,80,TRUE,,
opt_ueu_001,UEU,,Forward Collision Alert,,,sec_safe_001,FALSE,30,TRUE,,
opt_uhx_001,UHX,,Lane Keep Assist with Lane Departure Warning,,,sec_safe_001,FALSE,60,TRUE,,
opt_uhy_001,UHY,,Automatic Emergency Braking,,,sec_safe_001,FALSE,20,TRUE,,
opt_ukt_001,UKT,,Front Pedestrian and Bicyclist Braking,,,sec_safe_001,FALSE,40,TRUE,,
opt_289,,,"Active handling stability control, improves traction and enhances vehicle stability",,,sec_safe_001,FALSE,100,TRUE,,
opt_295,,,NEW!Intersection Automatic Emergency Braking,,,sec_safe_001,FALSE,110,TRUE,,
opt_379_001,379,595,"Seat belt color, Orange",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero interiors.",sec_seat_001,TRUE,30,TRUE,,
opt_3a9_001,3A9,595,"Seat belt color, Santorini Blue",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior.",sec_seat_001,TRUE,40,TRUE,,
opt_3f9_001,3F9,595,"Seat belt color, Torch Red",,"Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior.",sec_seat_001,TRUE,50,TRUE,,
opt_3m9_001,3M9,595,"Seat belt color, Yellow",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.",sec_seat_001,TRUE,60,TRUE,,
opt_3n9_001,3N9,595,"Seat belt color, Natural",,"Recommended with (HTA, HTJ) Jet Black interior.
Recommended with (H1Y, HTM, HTP) Jet Black interior or (HTN, HTQ, HUV) Natural interior.
Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors.",sec_seat_001,TRUE,20,TRUE,,
opt_719_001,719,0,"Seat belt color, Black",,"(HZN, HUF) Natural Dipped interior comes with (3N9) Natural seat belt color; (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior comes with (3A9) Santorini Blue seat belt color; (HNK) Adrenaline Red Dipped interior comes with (3F9) Torch Red seat belt color; (HUW, HUX) Habanero interior comes with (379) Orange seat belt color.",sec_seat_001,TRUE,10,TRUE,default_selected,
opt_ae4_002,AE4,1095,"Seats, Competition Sport bucket",,,sec_seat_002,TRUE,40,TRUE,,
opt_ah2_001,AH2,1695,"Seats, GT2 bucket",,,sec_seat_002,TRUE,25,TRUE,,
opt_aq9_001,AQ9,0,"Seats, GT1 bucket",,,sec_seat_002,TRUE,10,TRUE,,
opt_aup_001,AUP,350,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket",,Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.,sec_seat_002,TRUE,80,TRUE,,
opt_a2x_001,A2X,,"Seat adjuster, driver 8-way power",,,sec_stan_001,FALSE,60,TRUE,,
opt_a7k_001,A7K,,"Seat adjuster, passenger 8-way power",,,sec_stan_001,FALSE,70,TRUE,,
opt_b4z_001,B4Z,,Performance Traction Management,,,sec_stan_001,FALSE,130,TRUE,,
opt_cj2_001,CJ2,,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",,,sec_stan_001,FALSE,10,TRUE,,
opt_g0k_001,G0K,,"Rear axle, 5.56 ratio",,,sec_stan_001,FALSE,120,TRUE,,
opt_lt6_002,LT6,,"Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)",,,sec_stan_001,FALSE,122,TRUE,,
opt_m1m_002,M1M,,"Transmission, 8-speed dual clutch, includes manual and auto modes",,,sec_stan_001,FALSE,123,TRUE,,
opt_n38_001,N38,,"Steering column, power tilt and telescopic",,,sec_stan_001,FALSE,80,TRUE,,
opt_npp_001,NPP,,"Exhaust, performance, aggressive exhaust sound varies with driver mode selected",,,sec_stan_001,FALSE,30,TRUE,,
opt_t4l_001,T4L,,"Headlamps, LED",,,sec_stan_001,FALSE,40,TRUE,,
opt_u80_001,U80,,"Compass, digital",,,sec_stan_001,FALSE,20,TRUE,,
opt_vhm_001,VHM,,"Vehicle health management, provides advanced warning of vehicle issues",,,sec_stan_001,FALSE,90,TRUE,,
opt_wub_001,WUB,0,"Exhaust, quad center exit",,,sec_stan_001,FALSE,20,TRUE,,
opt_085,,,Air filtration system with pollen filter,,,sec_stan_001,FALSE,100,TRUE,,
opt_095,,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,,sec_stan_001,FALSE,101,TRUE,,
opt_096,,,"Cruise control, electronic with set and resume speed",,,sec_stan_001,FALSE,102,TRUE,,
opt_098,,,"Door locks, power programmable with lockout protection",,,sec_stan_001,FALSE,103,TRUE,,
opt_099,,,"Floor mats, carpeted",,,sec_stan_001,FALSE,104,TRUE,,
opt_101,,,"Hatch release, push button open",,,sec_stan_001,FALSE,105,TRUE,,
opt_103,,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,,sec_stan_001,FALSE,106,TRUE,,
opt_105,,,"Lighting, interior, theater dimming",,,sec_stan_001,FALSE,107,TRUE,,
opt_137,,,Remote vehicle starter system,,,sec_stan_001,FALSE,108,TRUE,,
opt_162,,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",,,sec_stan_001,FALSE,109,TRUE,,
opt_172,,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",,,sec_stan_001,FALSE,110,TRUE,,
opt_176,,,"Trunk release, push button open",,,sec_stan_001,FALSE,111,TRUE,,
opt_179,,,"Visors, driver and passenger illuminated vanity mirrors, covered",,,sec_stan_001,FALSE,112,TRUE,,
opt_180,,,"Windows, power with driver and passenger Express-Down/Up",,,sec_stan_001,FALSE,113,TRUE,,
opt_187,,,"Antenna, integral front and rear",,,sec_stan_001,FALSE,114,TRUE,,
opt_197,,,Daytime running lamps,,,sec_stan_001,FALSE,115,TRUE,,
opt_203,,,"Glass, Solar-Ray light-tinted",,,sec_stan_001,FALSE,116,TRUE,,
opt_288,,,"Wipers, front intermittent",,,sec_stan_001,FALSE,117,TRUE,,
opt_319,,,"Frame, aluminum structure",,,sec_stan_001,FALSE,118,TRUE,,
opt_326,,,Oil life monitoring system,,,sec_stan_001,FALSE,119,TRUE,,
opt_329,,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",,,sec_stan_001,FALSE,120,TRUE,,
opt_332,,,"Traction control, all-speed",,,sec_stan_001,FALSE,121,TRUE,,
opt_nk4_001,NK4,,"Steering wheel, leather-wrapped",,,sec_stan_002,FALSE,80,TRUE,,
opt_dpb_001,DPB,1295,Carbon Flash with Blue accent Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,70,TRUE,,
opt_dpc_001,DPC,1295,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,,Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.,sec_stri_001,TRUE,110,TRUE,,
opt_dpg_001,DPG,1295,Carbon Flash with Orange accent Full Length Dual Racing Stripes,,Not available with exterior color (G26) Sebring Orange Tintcoat.,sec_stri_001,TRUE,80,TRUE,,
opt_dpl_001,DPL,1295,Carbon Flash with Red accent Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,90,TRUE,,
opt_dpt_001,DPT,1295,Carbon Flash with Silver accent Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,100,TRUE,,
opt_dsy_001,DSY,1295,Edge Orange Full Length Dual Racing Stripes,,Not available with exterior color (G26) Sebring Orange Tintcoat.,sec_stri_001,TRUE,50,TRUE,,
opt_dsz_001,DSZ,1295,Edge Red Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,60,TRUE,,
opt_dt0_001,DT0,1295,Competition Yellow Full Length Dual Racing Stripes,,Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.,sec_stri_001,TRUE,30,TRUE,,
opt_dth_001,DTH,1295,Carbon Flash Metallic Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,10,TRUE,,
opt_dub_001,DUB,1295,Sterling Silver Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,20,TRUE,,
opt_due_001,DUE,1295,NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,130,TRUE,,
opt_duk_001,DUK,1295,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,120,TRUE,,
opt_duw_001,DUW,1295,Edge Blue Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,40,TRUE,,
opt_dzu_001,DZU,595,Carbon Flash/Competition Yellow Stinger Stripe,,Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.,sec_stri_001,TRUE,140,TRUE,,
opt_dzv_001,DZV,595,Carbon Flash/Midnight Silver Stinger Stripe,,,sec_stri_001,TRUE,160,TRUE,,
opt_dzx_001,DZX,595,Carbon Flash/Edge Red Stinger Stripe,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,150,TRUE,,
opt_pda_001,PDA,950,"LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories",,"Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",sec_stri_001,TRUE,165,TRUE,,
opt_sht_001,SHT,495,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory",,"Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO.",sec_stri_001,TRUE,170,TRUE,,
opt_sne_001,SNE,595,"LPO, Jake hood graphic",,"Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",sec_stri_001,TRUE,166,TRUE,,
opt_vpo_001,VPO,575,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory",,"Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO.",sec_stri_001,TRUE,180,TRUE,,
opt_vpw_001,VPW,575,"LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory",,"Included with (PDA) Jake C8.R Graphics Package, LPO.",sec_stri_001,TRUE,167,TRUE,,
opt_fe6_002,FE6,,"Suspension, performance with Magnetic Selective Ride Control",,,sec_susp_001,FALSE,10,TRUE,,
opt_fe7_001,FE7,,"Suspension, Z07 with Magnetic Selective Ride Control",,Included and only available with (Z07) Z07 Performance Package.,sec_susp_001,FALSE,20,TRUE,,
opt_ive_001,IVE,,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",,,sec_tech_001,FALSE,10,TRUE,,
opt_ppw_001,PPW,,Wireless Apple CarPlay/Wireless Android Auto,,,sec_tech_001,FALSE,20,TRUE,,
opt_u2k_002,U2K,,SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.,,"IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",sec_tech_001,FALSE,40,TRUE,,
opt_u5g_002,U5G,,5G vehicle connectivity,,Terms and limitations apply. See onstar.com or dealer for details.,sec_tech_001,FALSE,50,TRUE,,
opt_ue1_002,UE1,,OnStar services capable,,See onstar.com for details and limitations. Services vary by model. Service plan required.,sec_tech_001,FALSE,60,TRUE,,
opt_vv4_002,VV4,,Wi-Fi Hotspot capable,,Terms and limitations apply. See onstar.com or dealer for details.,sec_tech_001,FALSE,70,TRUE,,
opt_129,,,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need.",,"Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",sec_tech_001,FALSE,30,TRUE,,
opt_5zc_001,5ZC,250,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",,,sec_whee_001,TRUE,60,TRUE,,
opt_5zd_001,5ZD,250,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",,,sec_whee_001,TRUE,50,TRUE,,
opt_s47_001,S47,275,"LPO, Chrome lug nuts, Genuine Corvette Accessory",,"Not available with (SPY) Black lug nuts, LPO or (ROY/ROZ/STZ) wheels.",sec_whee_001,TRUE,30,TRUE,,
opt_sfe_001,SFE,125,"LPO, Chrome wheel locks, Genuine Corvette Accessory",,"Not available with (SPY) Black lug nuts, LPO or (ROY/ROZ/STZ) wheels.",sec_whee_001,TRUE,40,TRUE,,
opt_spy_001,SPY,320,"LPO, Black lug nuts, Genuine Corvette Accessory",,"Not available with (S47) Chrome lug nuts, LPO.",sec_whee_001,TRUE,10,TRUE,,
opt_spz_001,SPZ,105,"LPO, Black wheel locks, Genuine Corvette Accessory",,"Requires (SPY) Black lug nuts, LPO.",sec_whee_001,TRUE,20,TRUE,,
opt_rou_001,ROU,995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Pearl Nickel forged aluminum",,,sec_whee_002,TRUE,12,TRUE,,
opt_rox_001,ROX,995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash with machined edge forged aluminum",,,sec_whee_002,TRUE,23,TRUE,,
opt_roy_001,ROY,11995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber",,Requires (J57) carbon ceramic brakes.,sec_whee_002,TRUE,50,TRUE,,
opt_roz_001,ROZ,13995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber",,Requires (J57) carbon ceramic brakes.,sec_whee_002,TRUE,60,TRUE,,
opt_soa_001,SOA,1095,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Black forged aluminum",,,sec_whee_002,TRUE,20,TRUE,,
opt_soe_002,SOE,0,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Titanium Satin forged aluminum",,,sec_whee_002,TRUE,10,TRUE,default_selected,
opt_som_001,SOM,1495,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear bright polished forged aluminum",,,sec_whee_002,TRUE,30,TRUE,,
opt_son_001,SON,1095,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Gloss Black forged aluminum",,,sec_whee_002,TRUE,22,TRUE,,
opt_srk_001,SRK,995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum",,,sec_whee_002,TRUE,11,TRUE,,
opt_srn_001,SRN,1095,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum",,,sec_whee_002,TRUE,21,TRUE,,
opt_stx_001,STX,1995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Bright Polished forged aluminum with Carbon Flash-painted pockets",,,sec_whee_002,TRUE,31,TRUE,,
opt_stz_001,STZ,15500,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe",,Requires (J57) carbon ceramic brakes.,sec_whee_002,TRUE,70,TRUE,,
