relationship_key,relationship_type,legacy_surface,legacy_id,source_id,source_label,target_id,target_label,coverage_status,coverage_confidence,coverage_note,triage_reason,triage_confidence,suggested_next_step,schema_file_candidate,mapper_candidate,evidence_detail,notes
legacy_rel_0066,excludes,rules,rule_opt_cf8_001_excludes_opt_dsz_001,opt_cf8_001,,opt_dsz_001,Edge Red Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0067,excludes,rules,rule_opt_cf8_001_excludes_opt_dt0_001,opt_cf8_001,,opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0068,excludes,rules,rule_opt_cf8_001_excludes_opt_dth_001,opt_cf8_001,,opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0069,excludes,rules,rule_opt_cf8_001_excludes_opt_dub_001,opt_cf8_001,,opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0070,excludes,rules,rule_opt_cf8_001_excludes_opt_due_001,opt_cf8_001,,opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0071,excludes,rules,rule_opt_cf8_001_excludes_opt_duk_001,opt_cf8_001,,opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0072,excludes,rules,rule_opt_cf8_001_excludes_opt_duw_001,opt_cf8_001,,opt_duw_001,Edge Blue Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0073,excludes,rules,rule_opt_d84_001_excludes_opt_gba_001,opt_d84_001,Convertible top,opt_gba_001,Black,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0074,excludes,rules,rule_opt_d86_001_excludes_opt_gba_001,opt_d86_001,Convertible top,opt_gba_001,Black,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0075,excludes,rules,rule_opt_dpb_001_excludes_opt_gtr_001,opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,opt_gtr_001,NEW! Admiral Blue Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0076,excludes,rules,rule_opt_dpc_001_excludes_opt_gbk_001,opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,opt_gbk_001,Competition Yellow Tintcoat Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0077,excludes,rules,rule_opt_dpg_001_excludes_opt_g26_001,opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,opt_g26_001,Sebring Orange Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0078,excludes,rules,rule_opt_dpl_001_excludes_opt_gkz_001,opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,opt_gkz_001,Torch Red,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0079,excludes,rules,rule_opt_dpl_001_excludes_opt_gph_001,opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,opt_gph_001,Red Mist Metallic Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0080,excludes,rules,rule_opt_dsy_001_excludes_opt_g26_001,opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,opt_g26_001,Sebring Orange Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0081,excludes,rules,rule_opt_dsz_001_excludes_opt_gkz_001,opt_dsz_001,Edge Red Full Length Dual Racing Stripes,opt_gkz_001,Torch Red,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0082,excludes,rules,rule_opt_dsz_001_excludes_opt_gph_001,opt_dsz_001,Edge Red Full Length Dual Racing Stripes,opt_gph_001,Red Mist Metallic Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0083,excludes,rules,rule_opt_dt0_001_excludes_opt_gbk_001,opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,opt_gbk_001,Competition Yellow Tintcoat Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0084,excludes,rules,rule_opt_due_001_excludes_opt_gtr_001,opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,opt_gtr_001,NEW! Admiral Blue Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0085,excludes,rules,rule_opt_duk_001_excludes_opt_gkz_001,opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,opt_gkz_001,Torch Red,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0086,excludes,rules,rule_opt_duk_001_excludes_opt_gph_001,opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,opt_gph_001,Red Mist Metallic Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0087,excludes,rules,rule_opt_duw_001_excludes_opt_gtr_001,opt_duw_001,Edge Blue Full Length Dual Racing Stripes,opt_gtr_001,NEW! Admiral Blue Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0088,excludes,rules,rule_opt_dzu_001_excludes_opt_gbk_001,opt_dzu_001,Carbon Flash/Competition Yellow Stinger Stripe,opt_gbk_001,Competition Yellow Tintcoat Metallic,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0089,excludes,rules,rule_opt_dzx_001_excludes_opt_gkz_001,opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,opt_gkz_001,Torch Red,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0090,excludes,rules,rule_opt_dzx_001_excludes_opt_gph_001,opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,opt_gph_001,Red Mist Metallic Tintcoat,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0092,excludes,rules,rule_opt_efy_001_excludes_opt_gba_001,opt_efy_001,Body-color accents,opt_gba_001,Black,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0093,excludes,rules,rule_opt_fe2_001_excludes_opt_z51_001,opt_fe2_001,Suspension,opt_z51_001,Z51 Performance Package,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",legacy_runtime_special_case,high,document_runtime_special_case,form-app/app.js runtime behavior; no CSV migration decision in this pass,runtime-special-case classifier,Matched hardcoded runtime pair FE2/Z51 in form-app/app.js. Legacy RPO pair FE2/Z51.,"Exact app-runtime pair; report-only classification, not migration coverage."
legacy_rel_0097,excludes,rules,rule_opt_pcu_001_excludes_opt_5v7_001,opt_pcu_001,"LPO, Stingray Protection Package",opt_5v7_001,"LPO, Black Ground Effects",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0098,excludes,rules,rule_opt_pcu_001_excludes_opt_5vm_001,opt_pcu_001,"LPO, Stingray Protection Package",opt_5vm_001,,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0099,excludes,rules,rule_opt_pcu_001_excludes_opt_5w8_001,opt_pcu_001,"LPO, Stingray Protection Package",opt_5w8_001,,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0103,excludes,rules,rule_opt_pcx_001_excludes_opt_dpb_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0104,excludes,rules,rule_opt_pcx_001_excludes_opt_dpc_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0105,excludes,rules,rule_opt_pcx_001_excludes_opt_dpg_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0106,excludes,rules,rule_opt_pcx_001_excludes_opt_dpl_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0107,excludes,rules,rule_opt_pcx_001_excludes_opt_dpt_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0108,excludes,rules,rule_opt_pcx_001_excludes_opt_dsy_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0109,excludes,rules,rule_opt_pcx_001_excludes_opt_dsz_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0110,excludes,rules,rule_opt_pcx_001_excludes_opt_dt0_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0111,excludes,rules,rule_opt_pcx_001_excludes_opt_dth_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0112,excludes,rules,rule_opt_pcx_001_excludes_opt_dub_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0113,excludes,rules,rule_opt_pcx_001_excludes_opt_due_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0114,excludes,rules,rule_opt_pcx_001_excludes_opt_duk_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0115,excludes,rules,rule_opt_pcx_001_excludes_opt_duw_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0116,excludes,rules,rule_opt_pcx_001_excludes_opt_dzu_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzu_001,Carbon Flash/Competition Yellow Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0117,excludes,rules,rule_opt_pcx_001_excludes_opt_dzv_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzv_001,Carbon Flash/Midnight Silver Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
