relationship_key,source_id,source_label,target_id,target_label,normalized_pair_key,original_bucket,proposed_schema_target,proposed_rule_id,directionality,runtime_action,message,scope_condition_set_id,legacy_rule_id,compiler_support_required,confidence,notes
legacy_rel_0154,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,opt_dpc_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dpc,directional,active,Conflicts with DPC.,,rule_opt_r88_001_excludes_opt_dpc_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0155,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,opt_dpg_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dpg,directional,active,Conflicts with DPG.,,rule_opt_r88_001_excludes_opt_dpg_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0156,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,opt_dpl_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dpl,directional,active,Conflicts with DPL.,,rule_opt_r88_001_excludes_opt_dpl_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0157,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,opt_dpt_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dpt,directional,active,Conflicts with DPT.,,rule_opt_r88_001_excludes_opt_dpt_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0158,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,opt_dsy_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dsy,directional,active,Conflicts with DSY.,,rule_opt_r88_001_excludes_opt_dsy_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0159,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,opt_dsz_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dsz,directional,active,Conflicts with DSZ.,,rule_opt_r88_001_excludes_opt_dsz_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0160,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,opt_dt0_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dt0,directional,active,Conflicts with DT0.,,rule_opt_r88_001_excludes_opt_dt0_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0161,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,opt_dth_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dth,directional,active,Conflicts with DTH.,,rule_opt_r88_001_excludes_opt_dth_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0162,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,opt_dub_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_dub,directional,active,Conflicts with DUB.,,rule_opt_r88_001_excludes_opt_dub_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0163,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,opt_due_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_due,directional,active,Conflicts with DUE.,,rule_opt_r88_001_excludes_opt_due_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0164,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,opt_duk_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_duk,directional,active,Conflicts with DUK.,,rule_opt_r88_001_excludes_opt_duk_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0165,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,opt_duw_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_duw,directional,active,Conflicts with DUW.,,rule_opt_r88_001_excludes_opt_duw_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0166,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_eyk_001,Chrome Exterior Badge Package,opt_eyk_001<->opt_r88_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_eyk,directional,active,Conflicts with EYK.,,rule_opt_r88_001_excludes_opt_eyk_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0167,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_r88_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_r88_sfz,directional,active,Conflicts with SFZ.,,rule_opt_r88_001_excludes_opt_sfz_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0169,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_rik_001<->opt_rin_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_rik_rin,directional_preserved,active,Conflicts with RIN.,,rule_opt_rik_001_excludes_opt_rin_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0170,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rik_001<->opt_sl8_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_rik_sl8,directional_preserved,active,Conflicts with SL8.,,rule_opt_rik_001_excludes_opt_sl8_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0171,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_rik_001<->opt_rin_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_rin_rik,directional_preserved,active,Conflicts with RIK.,,rule_opt_rin_001_excludes_opt_rik_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0172,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rin_001<->opt_sl8_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_rin_sl8,directional_preserved,active,Conflicts with SL8.,,rule_opt_rin_001_excludes_opt_sl8_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0175,opt_rnx_001,"LPO, Premium outdoor car cover",opt_5zz_001,"LPO, High wing spoiler",opt_5zz_001<->opt_rnx_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_rnx_5zz,directional,active,Conflicts with 5ZZ.,,rule_opt_rnx_001_excludes_opt_5zz_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0176,opt_rnx_001,"LPO, Premium outdoor car cover",opt_z51_001,Z51 Performance Package,opt_rnx_001<->opt_z51_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_rnx_z51,directional,active,Conflicts with Z51.,,rule_opt_rnx_001_excludes_opt_z51_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0177,opt_rwj_001,"LPO, Premium outdoor car cover",opt_z51_001,Z51 Performance Package,opt_rwj_001<->opt_z51_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_rwj_z51,directional,active,Conflicts with Z51.,,rule_opt_rwj_001_excludes_opt_z51_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0180,opt_s47_001,"LPO, Chrome lug nuts",opt_spy_001,"LPO, Black lug nuts",opt_s47_001<->opt_spy_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_s47_spy,directional_preserved,active,Conflicts with SPY.,,rule_opt_s47_001_excludes_opt_spy_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0183,opt_sfe_001,"LPO, Chrome wheel locks",opt_spy_001,"LPO, Black lug nuts",opt_sfe_001<->opt_spy_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfe_spy,directional,active,Conflicts with SPY.,,rule_opt_sfe_001_excludes_opt_spy_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0184,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,opt_dpb_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dpb,directional,active,Conflicts with DPB.,,rule_opt_sfz_001_excludes_opt_dpb_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0185,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,opt_dpc_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dpc,directional,active,Conflicts with DPC.,,rule_opt_sfz_001_excludes_opt_dpc_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0186,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,opt_dpg_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dpg,directional,active,Conflicts with DPG.,,rule_opt_sfz_001_excludes_opt_dpg_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0187,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,opt_dpl_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dpl,directional,active,Conflicts with DPL.,,rule_opt_sfz_001_excludes_opt_dpl_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0188,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,opt_dpt_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dpt,directional,active,Conflicts with DPT.,,rule_opt_sfz_001_excludes_opt_dpt_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0189,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,opt_dsy_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dsy,directional,active,Conflicts with DSY.,,rule_opt_sfz_001_excludes_opt_dsy_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0190,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,opt_dsz_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dsz,directional,active,Conflicts with DSZ.,,rule_opt_sfz_001_excludes_opt_dsz_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0191,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,opt_dt0_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dt0,directional,active,Conflicts with DT0.,,rule_opt_sfz_001_excludes_opt_dt0_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0192,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,opt_dth_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dth,directional,active,Conflicts with DTH.,,rule_opt_sfz_001_excludes_opt_dth_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0193,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,opt_dub_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_dub,directional,active,Conflicts with DUB.,,rule_opt_sfz_001_excludes_opt_dub_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0194,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,opt_due_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_due,directional,active,Conflicts with DUE.,,rule_opt_sfz_001_excludes_opt_due_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0195,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,opt_duk_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_duk,directional,active,Conflicts with DUK.,,rule_opt_sfz_001_excludes_opt_duk_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0196,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,opt_duw_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_duw,directional,active,Conflicts with DUW.,,rule_opt_sfz_001_excludes_opt_duw_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0197,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_eyk_001,Chrome Exterior Badge Package,opt_eyk_001<->opt_sfz_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sfz_eyk,directional,active,Conflicts with EYK.,,rule_opt_sfz_001_excludes_opt_eyk_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0198,opt_sht_001,"LPO, Jake hood graphic with Tech Bronze accent",opt_pdv_001,"LPO, Stingray R Appearance Package",opt_pdv_001<->opt_sht_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_sht_pdv,directional,active,Conflicts with PDV.,,rule_opt_sht_001_excludes_opt_pdv_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
legacy_rel_0199,opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_rik_001<->opt_sl8_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_sl8_rik,directional_preserved,active,Conflicts with RIK.,,rule_opt_sl8_001_excludes_opt_rik_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0200,opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_rin_001<->opt_sl8_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_sl8_rin,directional_preserved,active,Conflicts with RIN.,,rule_opt_sl8_001_excludes_opt_rin_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0201,opt_spy_001,"LPO, Black lug nuts",opt_s47_001,"LPO, Chrome lug nuts",opt_s47_001<->opt_spy_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_spy_s47,directional_preserved,active,Conflicts with S47.,,rule_opt_spy_001_excludes_opt_s47_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0203,opt_sti_001,"LPO, Composite rocker extensions",opt_5v7_001,"LPO, Black Ground Effects",opt_5v7_001<->opt_sti_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_sti_5v7,directional_preserved,active,Conflicts with 5V7.,,rule_opt_sti_001_excludes_opt_5v7_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0204,opt_sti_001,"LPO, Composite rocker extensions",opt_5vm_001,,opt_5vm_001<->opt_sti_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_sti_5vm,directional_preserved,active,Conflicts with opt_5vm_001.,,rule_opt_sti_001_excludes_opt_5vm_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0205,opt_sti_001,"LPO, Composite rocker extensions",opt_5w8_001,,opt_5w8_001<->opt_sti_001,duplicate_inverse_pair,dependency_rules_excludes,dep_excl_sti_5w8,directional_preserved,active,Conflicts with opt_5w8_001.,,rule_opt_sti_001_excludes_opt_5w8_001,dependency_rules_excludes_emit_legacy_rule,high,"Current dependency_rules.csv shape is directional. Collapsing inverse pairs into one bidirectional row would require a new directionality compiler semantic, so this dry run preserves directional rows."
legacy_rel_0208,opt_wkq_001,"LPO, Premium indoor car cover",opt_5zz_001,"LPO, High wing spoiler",opt_5zz_001<->opt_wkq_001,true_pairwise_conflict,dependency_rules_excludes,dep_excl_wkq_5zz,directional,active,Conflicts with 5ZZ.,,rule_opt_wkq_001_excludes_opt_5zz_001,dependency_rules_excludes_emit_legacy_rule,medium,Dry-run canonical row only. Requires compiler support before any migration.
