proposal_selectable_id,model_key,section_family,orderable_rpo,proposal_label,description,display_label,review_status,proposal_filter_status,availability_row_count,variant_count,available_count,standard_count,not_available_count,source_ref_count,source_sheets,source_rows_sample,notes
prop_grand_sport_mechanical_feb,grand_sport,mechanical,FEB,"Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires","Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires","Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,48,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_fey,grand_sport,mechanical,FEY,"Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects","Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects","Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,49,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j57,grand_sport,mechanical,J57,"Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, includes (J6D) Dark Gray Metallic-painted calipers","Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, includes (J6D) Dark Gray Metallic-painted calipers","Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, includes (J6D) Dark Gray Metallic-painted calipers",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,8,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j6b,grand_sport,mechanical,J6B,"Calipers, Blue-painted","Calipers, Blue-painted","Calipers, Blue-painted",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,14,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j6e,grand_sport,mechanical,J6E,"Calipers, Velocity Yellow-painted","Calipers, Velocity Yellow-painted","Calipers, Velocity Yellow-painted",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,15,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j6f,grand_sport,mechanical,J6F,"Calipers, Bright Red-painted","Calipers, Bright Red-painted","Calipers, Bright Red-painted",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,16,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j6l,grand_sport,mechanical,J6L,"Calipers, Orange-painted","Calipers, Orange-painted","Calipers, Orange-painted",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,17,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_j6n,grand_sport,mechanical,J6N,"Calipers, Edge Red-painted","Calipers, Edge Red-painted","Calipers, Edge Red-painted",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,18,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_nb8,grand_sport,mechanical,NB8,"Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington","Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington","Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,23,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_nb9,grand_sport,mechanical,NB9,"Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,24,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_nc7,grand_sport,mechanical,NC7,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,25,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_ne1,grand_sport,mechanical,NE1,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,22,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_nwi,grand_sport,mechanical,NWI,"NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,37,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_sl9,grand_sport,mechanical,SL9,"LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,41,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_slk,grand_sport,mechanical,SLK,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory","LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory","LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,3,0,3,6,Mechanical 2,42,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_sln,grand_sport,mechanical,SLN,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory","LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory","LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,3,0,3,6,Mechanical 2,39,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_vup,grand_sport,mechanical,VUP,"LPO, Engine Bay closeout graphics, Genuine Corvette Accessory","LPO, Engine Bay closeout graphics, Genuine Corvette Accessory","LPO, Engine Bay closeout graphics, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,3,0,3,6,Mechanical 2,40,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_wub,grand_sport,mechanical,WUB,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,35,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_yf5,grand_sport,mechanical,YF5,"Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified",proposal_only,confident_subset,6,6,6,0,0,6,Mechanical 2,21,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_mechanical_zz3,grand_sport,mechanical,ZZ3,"Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO","Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO","Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO",proposal_only,confident_subset,6,6,3,0,3,6,Mechanical 2,28,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_standard_equipment_c2z,grand_sport,standard_equipment,C2Z,"Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable",proposal_only,confident_subset,6,6,3,0,3,6,Standard Equipment 2,58,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_standard_equipment_cfv,grand_sport,standard_equipment,CFV,"Ground effects, visible carbon fiber","Ground effects, visible carbon fiber","Ground effects, visible carbon fiber",proposal_only,confident_subset,6,6,6,0,0,6,Standard Equipment 2,50,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_standard_equipment_d3v,grand_sport,standard_equipment,D3V,Engine lighting,Engine lighting,Engine lighting,proposal_only,confident_subset,6,6,3,0,3,6,Standard Equipment 2,69,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_standard_equipment_sl9,grand_sport,standard_equipment,SL9,"LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Standard Equipment 2,76,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_standard_equipment_wub,grand_sport,standard_equipment,WUB,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",proposal_only,confident_subset,6,6,6,0,0,6,Standard Equipment 2,72,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5dg,stingray,exterior,5DG,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory","LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory","LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,67,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5do,stingray,exterior,5DO,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory","LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory","LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,66,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5jr,stingray,exterior,5JR,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory","LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory","LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,2,0,4,6,Exterior 1,42,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5v7,stingray,exterior,5V7,"LPO, Black Ground Effects. Genuine Corvette Accessory","LPO, Black Ground Effects. Genuine Corvette Accessory","LPO, Black Ground Effects. Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,38,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5vm,stingray,exterior,5VM,"LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory","LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory","LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,2,0,4,6,Exterior 1,40,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5w8,stingray,exterior,5W8,"LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory","LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory","LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,2,0,4,6,Exterior 1,39,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5zc,stingray,exterior,5ZC,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory","LPO, Jake logo wheel center caps. Genuine Corvette Accessory","LPO, Jake logo wheel center caps. Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,58,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5zd,stingray,exterior,5ZD,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory","LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory","LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,57,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5zu,stingray,exterior,5ZU,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory","LPO, High wing spoiler, body-color, Genuine Corvette Accessory","LPO, High wing spoiler, body-color, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,49,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5zw,stingray,exterior,5ZW,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory","LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory","LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,51,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_5zz,stingray,exterior,5ZZ,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory","LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory","LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,50,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_c2z,stingray,exterior,C2Z,"Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable",proposal_only,confident_subset,6,6,3,0,3,6,Exterior 1,74,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_cc3,stingray,exterior,CC3,"Roof panel, transparent, removable","Roof panel, transparent, removable","Roof panel, transparent, removable",proposal_only,confident_subset,6,6,3,0,3,6,Exterior 1,73,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_cf8,stingray,exterior,CF8,"Roof panel, electrochromic dimming, removable","Roof panel, electrochromic dimming, removable","Roof panel, electrochromic dimming, removable",proposal_only,confident_subset,6,6,2,0,4,6,Exterior 1,75,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_d84,stingray,exterior,D84,"Convertible top, Carbon Flash-painted nacelles and roof","Convertible top, Carbon Flash-painted nacelles and roof","Convertible top, Carbon Flash-painted nacelles and roof",proposal_only,confident_subset,6,6,3,0,3,6,Exterior 1,9,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_d86,stingray,exterior,D86,"Convertible top, Carbon Flash-painted nacelles and body-color roof","Convertible top, Carbon Flash-painted nacelles and body-color roof","Convertible top, Carbon Flash-painted nacelles and body-color roof",proposal_only,confident_subset,6,6,3,0,3,6,Exterior 1,10,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dpb,stingray,exterior,DPB,Carbon Flash with Blue accent Full Length Dual Racing Stripes,Carbon Flash with Blue accent Full Length Dual Racing Stripes,Carbon Flash with Blue accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,83,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dpc,stingray,exterior,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,84,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dpg,stingray,exterior,DPG,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Carbon Flash with Orange accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,85,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dpl,stingray,exterior,DPL,Carbon Flash with Red accent Full Length Dual Racing Stripes,Carbon Flash with Red accent Full Length Dual Racing Stripes,Carbon Flash with Red accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,86,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dpt,stingray,exterior,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,Carbon Flash with Silver accent Full Length Dual Racing Stripes,Carbon Flash with Silver accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,87,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dsy,stingray,exterior,DSY,Edge Orange Full Length Dual Racing Stripes,Edge Orange Full Length Dual Racing Stripes,Edge Orange Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,90,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dsz,stingray,exterior,DSZ,Edge Red Full Length Dual Racing Stripes,Edge Red Full Length Dual Racing Stripes,Edge Red Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,91,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dt0,stingray,exterior,DT0,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,93,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dth,stingray,exterior,DTH,Carbon Flash Metallic Full Length Dual Racing Stripes,Carbon Flash Metallic Full Length Dual Racing Stripes,Carbon Flash Metallic Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,89,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dub,stingray,exterior,DUB,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,92,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_due,stingray,exterior,DUE,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,81,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_duk,stingray,exterior,DUK,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,82,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_duw,stingray,exterior,DUW,Edge Blue Full Length Dual Racing Stripes,Edge Blue Full Length Dual Racing Stripes,Edge Blue Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,88,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dzu,stingray,exterior,DZU,Carbon Flash/Competition Yellow Stinger Stripe,Carbon Flash/Competition Yellow Stinger Stripe,Carbon Flash/Competition Yellow Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,96,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dzv,stingray,exterior,DZV,Carbon Flash/Midnight Silver Stinger Stripe,Carbon Flash/Midnight Silver Stinger Stripe,Carbon Flash/Midnight Silver Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,95,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_dzx,stingray,exterior,DZX,Carbon Flash/Edge Red Stinger Stripe,Carbon Flash/Edge Red Stinger Stripe,Carbon Flash/Edge Red Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,94,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_e60,stingray,exterior,E60,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system","Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system","Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",proposal_only,confident_subset,6,6,4,0,2,6,Exterior 1,17,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_edu,stingray,exterior,EDU,"Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents","Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents","Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,16,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_efy,stingray,exterior,EFY,"Exterior accents, body-color, side vents and front/rear grille accents","Exterior accents, body-color, side vents and front/rear grille accents","Exterior accents, body-color, side vents and front/rear grille accents",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,15,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_eyk,stingray,exterior,EYK,Chrome Exterior Badge Package,Chrome Exterior Badge Package,Chrome Exterior Badge Package,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,7,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_stingray_exterior_pcu,stingray,exterior,PCU,"LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories","LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories","LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 1,23,Generated review evidence only; proposal_selectable_id is not final canonical truth.
