model_key,option_sheet,option_row,option_id,rpo,option_name,current_price,matched_future_model_source_review_rows,candidate_price,parsed_candidate_prices,price_candidate_rows,price_candidate_summary,approved_price,classification,recommended_workbook_action,notes
z06,z06_options,142,opt_sig_001,SIG,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",,234,425,425,138,row 138: 425,,direct_price_candidate,write_options_price,"425 | row 138: 425 | 138 | LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory | Requires (T0E) rear spoiler. | Requires (T0E) rear spoiler."
z06,z06_options,143,opt_tdm_001,TDM,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,144,opt_vhm_001,VHM,"Vehicle health management, provides advanced warning of vehicle issues",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,145,opt_dpt_001,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,,265,1295,1295,249,row 249: 1295,,direct_price_candidate,write_options_price,1295 | row 249: 1295 | 249 | Carbon Flash with Silver accent Full Length Dual Racing Stripes
z06,z06_options,146,opt_kqv_001,KQV,"Seats, heated and vented driver and passenger",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,147,opt_al9_001,AL9,"Seat adjuster, power driver lumbar control",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,148,opt_dpc_001,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,,262,1295,1295,246,row 246: 1295,,direct_price_candidate,write_options_price,1295 | row 246: 1295 | 246 | Carbon Flash with Yellow accent Full Length Dual Racing Stripes | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic. | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.
z06,z06_options,149,opt_at9_001,AT9,"Seat adjuster, power passenger lumbar control",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,150,opt_duk_001,DUK,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,,260,1295,1295,257,row 257: 1295,,direct_price_candidate,write_options_price,1295 | row 257: 1295 | 257 | Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
z06,z06_options,151,opt_g0k_001,G0K,"Rear axle, 5.56 ratio",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,152,opt_ahe_001,AHE,"Seat adjuster, driver power bolster",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,153,opt_b4z_001,B4Z,Performance Traction Management,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,154,opt_due_001,DUE,NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,,259,1295,1295,256,row 256: 1295,,direct_price_candidate,write_options_price,1295 | row 256: 1295 | 256 | NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
z06,z06_options,155,opt_ahh_001,AHH,"Seat adjuster, passenger power bolster",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,156,opt_dzu_001,DZU,Carbon Flash/Competition Yellow Stinger Stripe,,274,595,595,259,row 259: 595,,direct_price_candidate,write_options_price,595 | row 259: 595 | 259 | Carbon Flash/Competition Yellow Stinger Stripe | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic. | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.
z06,z06_options,157,opt_aqa_001,AQA,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,158,opt_dzx_001,DZX,Carbon Flash/Edge Red Stinger Stripe,,272,595,595,261,row 261: 595,,direct_price_candidate,write_options_price,595 | row 261: 595 | 261 | Carbon Flash/Edge Red Stinger Stripe | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
z06,z06_options,159,opt_ap9_001,AP9,"Cargo nets, 2",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,160,opt_dzv_001,DZV,Carbon Flash/Midnight Silver Stinger Stripe,,273,595,595,260,row 260: 595,,direct_price_candidate,write_options_price,595 | row 260: 595 | 260 | Carbon Flash/Midnight Silver Stinger Stripe
z06,z06_options,161,opt_dyx_001,DYX,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,162,opt_sht_001,SHT,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory",,238,495,495,136,row 136: 495,,direct_price_candidate,write_options_price,"495 | row 136: 495 | 136 | LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory | Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO. | Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO."
z06,z06_options,163,opt_uft_001,UFT,Side Blind Zone Alert,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,164,opt_vpo_001,VPO,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory",,236,575,575,153,row 153: 575,,direct_price_candidate,write_options_price,"575 | row 153: 575 | 153 | LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory | Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO. | Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO."
z06,z06_options,165,opt_utj_001,UTJ,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,166,opt_utv_001,UTV,"Theft deterrent sensor, vehicle interior movement",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,167,opt_utu_001,UTU,"Theft deterrent sensor, vehicle inclination",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,168,opt_085,,Air filtration system with pollen filter,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,169,opt_095,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,170,opt_096,,"Cruise control, electronic with set and resume speed",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,171,opt_098,,"Door locks, power programmable with lockout protection",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,172,opt_099,,"Floor mats, carpeted",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,173,opt_101,,"Hatch release, push button open",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,174,opt_103,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,175,opt_105,,"Lighting, interior, theater dimming",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,176,opt_129,,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need.",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,177,opt_137,,Remote vehicle starter system,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,178,opt_162,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,179,opt_167,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,180,opt_172,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,181,opt_176,,"Trunk release, push button open",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,182,opt_179,,"Visors, driver and passenger illuminated vanity mirrors, covered",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,183,opt_180,,"Windows, power with driver and passenger Express-Down/Up",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,184,opt_187,,"Antenna, integral front and rear",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,185,opt_197,,Daytime running lamps,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,186,opt_203,,"Glass, Solar-Ray light-tinted",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,187,opt_288,,"Wipers, front intermittent",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,188,opt_289,,"Active handling stability control, improves traction and enhances vehicle stability",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,189,opt_295,,NEW!Intersection Automatic Emergency Braking,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,190,opt_319,,"Frame, aluminum structure",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,191,opt_326,,Oil life monitoring system,,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,192,opt_329,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,193,opt_332,,"Traction control, all-speed",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,194,opt_36s_001,36S,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console",,166,495,495,199,row 199: 495 Requires Jet Black Interior,,direct_price_candidate,write_options_price,"495 | row 199: 495 Requires Jet Black Interior | 199 | Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior. | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior."
z06,z06_options,195,opt_37s_001,37S,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console",,164,495,495,201,row 201: 495 requires Jet Black Interior,,direct_price_candidate,write_options_price,"495 | row 201: 495 requires Jet Black Interior | 201 | Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior. | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior."
z06,z06_options,196,opt_38s_001,38S,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console",,165,495,495,202,row 202: 495 requires Jet Black or Adrenaline Red/Jack Black Interior,,direct_price_candidate,write_options_price,"495 | row 202: 495 requires Jet Black or Adrenaline Red/Jack Black Interior | 202 | Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior. | Requires (H1Y/HTM/HTP) Jet Black interior.
Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior."
z06,z06_options,197,opt_5dh_001,5DH,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Satin Graphite forged aluminum with Red stripe wheels. Includes Black lug nuts and Black wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Accessory wheels do not include additional wheels caps, factory wheels caps may be reused, or additional wheel caps may be purchased. Genuine Corvette Accessory",,245,4450,4450,86,row 86: 4450 Z06,,direct_price_candidate,write_options_price,"4450 | row 86: 4450 Z06 | 86 | LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Satin Graphite forged aluminum with Red stripe wheels. Includes Black lug nuts and Black wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Accessory wheels do not include additional wheels caps, factory wheels caps may be reused, or additional wheel caps may be purchased. Genuine Corvette Accessory | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ."
z06,z06_options,198,opt_5dk_001,5DK,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory",,246,4450,4450,87,row 87: 4450 Z06,,direct_price_candidate,write_options_price,"4450 | row 87: 4450 Z06 | 87 | LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. Included with (PCZ) Tech Bronze Accent Package, LPO. | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. Included with (PCZ) Tech Bronze Accent Package, LPO."
z06,z06_options,199,opt_5v5_001,5V5,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,200,opt_cfv_002,CFV,"Ground effects, visible carbon fiber",,206,4495,4495,182,row 182: 4495 Std on ZR1 and ZR1X,,conditional_price_candidate,defer_to_price_rules,"4495 | row 182: 4495 Std on ZR1 and ZR1X | 182 | Ground effects, visible carbon fiber | Included with (T0G) Visible Carbon Fiber Aero Package. | Included with (T0G) Visible Carbon Fiber Aero Package."
z06,z06_options,201,opt_dy0_002,DY0,"Display hood, Carbon Fiber, located above the Driver Information Center display",,98,795,795,208,"row 208: 795 located above Driver Information Center Display, 3LZ; Std on ZR1/ZR1X",,conditional_price_candidate,defer_to_price_rules,"795 | row 208: 795 located above Driver Information Center Display, 3LZ; Std on ZR1/ZR1X | 208 | Display hood, Carbon Fiber, located above the Driver Information Center display"
z06,z06_options,202,opt_efy_001,EFY,"Exterior accents, body-color, side vents, rockers, splitter and front/rear grille accents",,199,995,995,186,row 186: 995,,direct_price_candidate,write_options_price,"995 | row 186: 995 | 186 | Exterior accents, body-color, side vents, rockers, splitter and front/rear grille accents | Not available with exterior color (GBA) Black. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered.
Not available with exterior color (GBA) Black. Also includes tonneau grille. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered. | Not available with exterior color (GBA) Black. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered.
Not available with exterior color (GBA) Black. Also includes tonneau grille. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered."
z06,z06_options,203,opt_fa6_001,FA6,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts",,171,5295,5295,210,row 210: 5295 3LZ only,,conditional_price_candidate,defer_to_price_rules,"5295 | row 210: 5295 3LZ only | 210 | Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts | Not available with (FA5) carbon fiber interior trim. | Not available with (FA5) carbon fiber interior trim."
z06,z06_options,204,opt_fe6_002,FE6,"Suspension, performance with Magnetic Selective Ride Control",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,205,opt_fe7_001,FE7,"Suspension, Z07 with Magnetic Selective Ride Control",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,206,opt_lt6_002,LT6,"Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,207,opt_m1m_002,M1M,"Transmission, 8-speed dual clutch, includes manual and auto modes",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,208,opt_n26_001,N26,"Steering wheel, sueded microfiber-wrapped",,160,695,695,211,row 211: 695 N/A on 3LZ,,conditional_price_candidate,defer_to_price_rules,"695 | row 211: 695 N/A on 3LZ | 211 | Steering wheel, sueded microfiber-wrapped | Requires (HTJ) Jet Black interior.
Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ. | Requires (HTJ) Jet Black interior.
Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ."
z06,z06_options,209,opt_n2z_001,N2Z,"Steering wheel, carbon fiber and sueded microfiber-wrapped",,161,895,895,212,row 212: 895 3LZ only,,conditional_price_candidate,defer_to_price_rules,"895 | row 212: 895 3LZ only | 212 | Steering wheel, carbon fiber and sueded microfiber-wrapped | Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB. | Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB."
z06,z06_options,210,opt_n3w_002,N3W,"Steering wheel, carbon fiber and leather-wrapped",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,211,opt_pbc_001,PBC,Customer Engine Build Program,,311,9995,9995,50,row 50: 9995 LT6 and LT7 Engines only,,direct_price_candidate,write_options_price,9995 | row 50: 9995 LT6 and LT7 Engines only | 50 | Customer Engine Build Program
z06,z06_options,212,opt_pcz_001,PCZ,"LPO, Tech Bronze Accent Package, includes (5DK) 20"" front/21"" rear Spider design, Tech Bronze forged aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (VPO) Jake C8.R rear hash graphic with Tech Bronze accent LPO , Genuine Corvette Accessories",,213,5295,5295,106,row 106: 5295 Z06,,direct_price_candidate,write_options_price,"5295 | row 106: 5295 Z06 | 106 | LPO, Tech Bronze Accent Package, includes (5DK) 20"" front/21"" rear Spider design, Tech Bronze forged aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (VPO) Jake C8.R rear hash graphic with Tech Bronze accent LPO , Genuine Corvette Accessories | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ, EYK, PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). | Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ, EYK, PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
z06,z06_options,213,opt_pda_001,PDA,"LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories",,212,950,950,107,row 107: 950,,direct_price_candidate,write_options_price,"950 | row 107: 950 | 107 | LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories | Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). | Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
z06,z06_options,214,opt_pdb_001,PDB,"Carbon Fiber Wheel and Brake Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,,,,,,package_combo_price_candidate,defer_to_package_combo_design,
z06,z06_options,215,opt_pdd_001,PDD,"Z07 Carbon Flash Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0F) Carbon Flash-painted Carbon Fiber Aero Package, (CFZ) Carbon Flash-painted carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,,,,,,package_combo_price_candidate,defer_to_package_combo_design,
z06,z06_options,216,opt_pdf_001,PDF,"Z07 Visible Carbon Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0G) Visible Carbon Fiber Aero Package, (CFV) visible carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,,,,,,package_combo_price_candidate,defer_to_package_combo_design,
z06,z06_options,217,opt_r8e_002,R8E,"Gas guzzler tax, mandatory federal tax added to price of vehicle",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,218,opt_rou_001,ROU,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Pearl Nickel forged aluminum",,287,995,995,272,"row 272: 995 Z06, Grand Sport, & Grand Sport X",,direct_price_candidate,write_options_price,"995 | row 272: 995 Z06, Grand Sport, & Grand Sport X | 272 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Pearl Nickel forged aluminum"
z06,z06_options,219,opt_rox_001,ROX,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash with machined edge forged aluminum",,288,995,995,273,"row 273: 995 Z06, Grand Sport, & Grand Sport X",,direct_price_candidate,write_options_price,"995 | row 273: 995 Z06, Grand Sport, & Grand Sport X | 273 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash with machined edge forged aluminum"
z06,z06_options,220,opt_rxi_001,RXI,"LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory",,322,2495,2495,120,row 120: 2495 Z06,,direct_price_candidate,write_options_price,"2495 | row 120: 2495 Z06 | 120 | LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory"
z06,z06_options,221,opt_ryq_001,RYQ,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,222,opt_sg1_001,SG1,"LPO, Z06 badges in Edge Red, Genuine Corvette Accessory",,215,325,325,134,row 134: 325 Z06,,direct_price_candidate,write_options_price,"325 | row 134: 325 Z06 | 134 | LPO, Z06 badges in Edge Red, Genuine Corvette Accessory"
z06,z06_options,223,opt_sne_001,SNE,"LPO, Jake hood graphic",,237,595,595,144,row 144: 595,,direct_price_candidate,write_options_price,"595 | row 144: 595 | 144 | LPO, Jake hood graphic | Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). | Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
z06,z06_options,224,opt_soa_001,SOA,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Black forged aluminum",,278,1095,1095,276,row 276: 1095 Z06,,direct_price_candidate,write_options_price,"1095 | row 276: 1095 Z06 | 276 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Black forged aluminum"
z06,z06_options,225,opt_soe_002,SOE,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Titanium Satin forged aluminum",,,,,,,,missing_price_evidence,needs_human_review,
z06,z06_options,226,opt_som_001,SOM,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear bright polished forged aluminum",,285,1495,1495,280,"row 280: 1495 Z06, Grand Sport, & Grand Sport X",,direct_price_candidate,write_options_price,"1495 | row 280: 1495 Z06, Grand Sport, & Grand Sport X | 280 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear bright polished forged aluminum"
z06,z06_options,227,opt_son_001,SON,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Gloss Black forged aluminum",,286,1095,1095,281,row 281: 1095,,direct_price_candidate,write_options_price,"1095 | row 281: 1095 | 281 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Gloss Black forged aluminum"
z06,z06_options,228,opt_srk_001,SRK,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum",,279,995,995,282,row 282: 995 Z06,,direct_price_candidate,write_options_price,"995 | row 282: 995 Z06 | 282 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum"
z06,z06_options,229,opt_srn_001,SRN,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum",,280,1095,1095,283,row 283: 1095 Z06,,direct_price_candidate,write_options_price,"1095 | row 283: 1095 Z06 | 283 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum"
z06,z06_options,230,opt_stx_001,STX,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Bright Polished forged aluminum with Carbon Flash-painted pockets",,281,1995,1995,284,row 284: 1995 Z06,,direct_price_candidate,write_options_price,"1995 | row 284: 1995 Z06 | 284 | Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Bright Polished forged aluminum with Carbon Flash-painted pockets"
