source,source_sheet,source_row,model_key,severity,reason,raw_values,suspicion_type,review_bucket,recommended_action,section_family,rpo,raw_value,classification_reason,readiness_impact,decision_review_status,decision_classification,decision_canonical_handling,decision_recommended_action
color_trim_interior_rows,Color and Trim 1,7,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT1 buckets"",""AQ9"",""Mulan leather seating surfaces with perforated inserts"",""H1Y"",""HUN"",""HUR"",""--"",""HUV"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT1 buckets"",""AQ9"",""Mulan leather seating surfaces with perforated inserts"",""H1Y"",""HUN"",""HUR"",""--"",""HUV"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,7,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT1 buckets"",""AQ9"",""Mulan leather seating surfaces with perforated inserts"",""H1Y"",""HUN"",""HUR"",""--"",""HUV"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT1 buckets"",""AQ9"",""Mulan leather seating surfaces with perforated inserts"",""H1Y"",""HUN"",""HUR"",""--"",""HUV"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,8,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,8,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,8,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,8,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTM"",""HUK"",""HUL"",""--"",""HTN"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,9,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,9,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,9,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 1,9,,info,color_trim_model_key_ambiguous,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""2LT, 2LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts5"",""HTP"",""HU6"",""HU76"",""--"",""HTQ"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,5,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated inserts"",""HZB"",""HVV"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated inserts"",""HZB"",""HVV"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,5,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated inserts"",""HZB"",""HVV"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated inserts"",""HZB"",""HVV"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,6,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""HUU"",""HU01""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""HUU"",""HU01""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,6,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""HUU"",""HU01""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""HUU"",""HU01""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,7,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""HVT"",""HMO"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""HVT"",""HMO"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,7,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""HVT"",""HMO"",""--"",""--""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 buckets"",""AH2"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""HVT"",""HMO"",""--"",""--""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,8,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""--"",""--"",""HZP"",""HXO3""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""--"",""--"",""HZP"",""HXO3""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,8,,info,color_trim_model_key_ambiguous,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""--"",""--"",""HZP"",""HXO3""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts2"",""--"",""--"",""HZP"",""HXO3""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
color_trim_interior_rows,Color and Trim 2,9,,info,color_trim_model_key_ambiguous,"["""","""","""","""",""Interior Colors"","""","""",""""]",model_scope_ambiguous,color_trim_review_only,confirm_model_scope_or_import_map; do_not_variant_expand,color_trim,,"["""","""","""","""",""Interior Colors"","""","""",""""]",Color/Trim rows are model-scoped evidence; ambiguous model_key remains visible until explicitly mapped or accepted.,review_required,,,,
