proposal_selectable_id,model_key,orderable_rpo,candidate_canonical_selectable_id_preview,candidate_id_status,proposal_label,description,source_ref_count,notes
prop_stingray_exterior_spz,stingray,SPZ,sel_stingray_spz,preview_only,"LPO, Black wheel locks, Genuine Corvette Accessory","LPO, Black wheel locks, Genuine Corvette Accessory",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_sti,stingray,STI,sel_stingray_sti,preview_only,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory","LPO, Composite rocker extensions, Black, Genuine Corvette Accessory",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_interior_tu7,stingray,TU7,sel_stingray_tu7,preview_only,"Seats, two-tone","Seats, two-tone",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_interior_v8x,stingray,V8X,sel_stingray_v8x,preview_only,"LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory","LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_vk3,stingray,VK3,sel_stingray_vk3,preview_only,"License plate bracket, front","License plate bracket, front",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_vqk,stingray,VQK,sel_stingray_vqk,preview_only,"LPO, Custom splash guards, Black, Genuine Corvette Accessory","LPO, Custom splash guards, Black, Genuine Corvette Accessory",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_vwe,stingray,VWE,sel_stingray_vwe,preview_only,"LPO, Front radiator grille screens, Genuine Corvette Accessory","LPO, Front radiator grille screens, Genuine Corvette Accessory",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_mechanical_wub,stingray,WUB,sel_stingray_wub_3710651b,preview_only,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_standard_equipment_wub,stingray,WUB,sel_stingray_wub_3a846eda,preview_only,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_mechanical_yf5,stingray,YF5,sel_stingray_yf5,preview_only,"Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_mechanical_z51,stingray,Z51,sel_stingray_z51,preview_only,"Z51 Performance Package, includes (J55) Z51 performance brakes, (FE3) Z51 performance suspension, (G0K) 5.56 rear axle ratio, (G96) Electronic Limited Slip Differential (eLSD), (M1N) 8-speed dual clutch transmission, (T0A) Z51 rear spoiler, front splitter, (QTU) 245/35ZR19 XL front and 305/30ZR20 XL rear, blackwall, high performance tires and (V08) heavy-duty cooling system","Z51 Performance Package, includes (J55) Z51 performance brakes, (FE3) Z51 performance suspension, (G0K) 5.56 rear axle ratio, (G96) Electronic Limited Slip Differential (eLSD), (M1N) 8-speed dual clutch transmission, (T0A) Z51 rear spoiler, front splitter, (QTU) 245/35ZR19 XL front and 305/30ZR20 XL rear, blackwall, high performance tires and (V08) heavy-duty cooling system",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_zf1,stingray,ZF1,sel_stingray_zf1,preview_only,"Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package","Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package",6,Candidate ID preview only; not an approved canonical selectable_id.
prop_stingray_exterior_zyc,stingray,ZYC,sel_stingray_zyc,preview_only,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors","Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors",6,Candidate ID preview only; not an approved canonical selectable_id.
