option_id,rpo,price,option_name,description,detail_raw,section_id,selectable,display_order,active,display_behavior,
opt_m1k_002,M1K,,"Transmission, 8-speed dual clutch, includes manual and auto modes",,,sec_stan_001,FALSE,,TRUE,,
opt_nk4_001,NK4,,"Steering wheel, leather-wrapped",,,sec_stan_002,FALSE,80,TRUE,,
opt_dth_001,DTH,1295,Carbon Flash Metallic Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,10,TRUE,,
opt_dub_001,DUB,1295,Sterling Silver Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,20,TRUE,,
opt_dt0_001,DT0,1295,Competition Yellow Full Length Dual Racing Stripes,,Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.,sec_stri_001,TRUE,30,TRUE,,
opt_duw_001,DUW,1295,Edge Blue Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,40,TRUE,,
opt_dsy_001,DSY,1295,Edge Orange Full Length Dual Racing Stripes,,Not available with exterior color (G26) Sebring Orange Tintcoat.,sec_stri_001,TRUE,50,TRUE,,
opt_dsz_001,DSZ,1295,Edge Red Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,60,TRUE,,
opt_dpb_001,DPB,1295,Carbon Flash with Blue accent Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,70,TRUE,,
opt_dpg_001,DPG,1295,Carbon Flash with Orange accent Full Length Dual Racing Stripes,,Not available with exterior color (G26) Sebring Orange Tintcoat.,sec_stri_001,TRUE,80,TRUE,,
opt_dpl_001,DPL,1295,Carbon Flash with Red accent Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,90,TRUE,,
opt_dpt_001,DPT,1295,Carbon Flash with Silver accent Full Length Dual Racing Stripes,,,sec_stri_001,TRUE,100,TRUE,,
opt_dpc_001,DPC,1295,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,,Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.,sec_stri_001,TRUE,110,TRUE,,
opt_duk_001,DUK,1295,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,,Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.,sec_stri_001,TRUE,120,TRUE,,
opt_due_001,DUE,1295,NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,,Not available with exterior color (GTR) Admiral Blue Metallic.,sec_stri_001,TRUE,130,TRUE,,
opt_sb9_001,SB9,895,"NEW!LPO, Hood and Roof Decal Package, Genuine Corvette Accessory",,"Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",sec_stri_001,TRUE,140,TRUE,,
opt_fe8_002,FE8,,"Suspension, performance with Magnetic Selective Ride Control",,,sec_susp_001,FALSE,10,TRUE,,
opt_fej_001,FEJ,,"Suspension, ZTK with Magnetic Selective Ride Control",,Included and only available with (ZTK) ZTK Performance Package.,sec_susp_001,FALSE,20,TRUE,,
opt_ive_001,IVE,,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",,,sec_tech_001,FALSE,10,TRUE,,
opt_ppw_001,PPW,,Wireless Apple CarPlay/Wireless Android Auto,,,sec_tech_001,FALSE,20,TRUE,,
opt_u2k_002,U2K,,SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.,,"IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",sec_tech_001,FALSE,30,TRUE,,
opt_u5g_002,U5G,,5G vehicle connectivity,,Terms and limitations apply. See onstar.com or dealer for details.,sec_tech_001,FALSE,40,TRUE,,
opt_ue1_002,UE1,,OnStar services capable,,See onstar.com for details and limitations. Services vary by model. Service plan required.,sec_tech_001,FALSE,50,TRUE,,
opt_vv4_002,VV4,,Wi-Fi Hotspot capable,,Terms and limitations apply. See onstar.com or dealer for details.,sec_tech_001,FALSE,60,TRUE,,
opt_spy_001,SPY,320,"LPO, Black lug nuts, Genuine Corvette Accessory",,"Not available with (S47) Chrome lug nuts, LPO.",sec_whee_001,TRUE,10,TRUE,,
opt_spz_001,SPZ,105,"LPO, Black wheel locks, Genuine Corvette Accessory",,"Requires (SPY) Black lug nuts, LPO.",sec_whee_001,TRUE,20,TRUE,,
opt_s47_001,S47,275,"LPO, Chrome lug nuts, Genuine Corvette Accessory",,"Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",sec_whee_001,TRUE,30,TRUE,,
opt_sfe_001,SFE,125,"LPO, Chrome wheel locks, Genuine Corvette Accessory",,"Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",sec_whee_001,TRUE,40,TRUE,,
opt_5zd_001,5ZD,250,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",,,sec_whee_001,TRUE,50,TRUE,,
opt_5zc_001,5ZC,250,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",,,sec_whee_001,TRUE,60,TRUE,,
opt_sof_001,SOF,1495,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Edge Blue-painted forged aluminum",,,sec_whee_002,TRUE,40,TRUE,,
opt_sog_001,SOG,1995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Carbon Flash-painted forged aluminum",,,sec_whee_002,TRUE,20,TRUE,,
opt_soh_001,SOH,1995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Bright machined forged aluminum",,,sec_whee_002,TRUE,30,TRUE,,
opt_soj_002,SOJ,0,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Sterling Silver-painted forged aluminum",,,sec_whee_002,TRUE,10,TRUE,,
opt_su1_001,SU1,15995,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, visible carbon fiber",,,sec_whee_002,TRUE,50,TRUE,,
